DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24,,,MAX,HOUR,DATE,,MIN,HOUR,DATE
1/1/2014,RTO,91392.412,89227.554,87668.736,87062.268,87373.595,88632.963,90575.953,91895.899,92502.138,93018.173,93238.325,92739.08,91572.544,90127.954,88964.428,89018.517,91986.3,99585.156,102303.815,101889.004,100727.123,97952.414,93588.866,88722.24,,,102303.815,19,1/1/2014,,87062.268,4,1/1/2014
1/2/2014,RTO,85368.263,83575.648,82946.837,83423.93,85653.425,90873.923,99454.744,105736.494,107147.905,107934.414,108875.027,108880.17,108605.642,108738.89,108636.012,109165.394,112000.142,118005.055,119985.492,119085.645,117009.88,113261.1,108322.288,103424.122,,,119985.492,19,1/2/2014,,82946.837,3,1/2/2014
1/3/2014,RTO,99487.35,97783.51,97746.096,98699.818,101588.998,106824.574,113859,119478.385,121360.553,121534.176,120741.116,119372.298,117650.301,116124.782,114484.787,113710.078,116351.977,124561.53,127294.741,126378.516,125175.236,122125.023,117801.579,112949.177,,,127294.741,19,1/3/2014,,97746.096,3,1/3/2014
1/4/2014,RTO,109090.126,106929.393,105826.647,105685.901,106169.219,107952.747,110848.966,113658.37,114764.416,113031.077,110600.265,107804.887,104405.646,101383.751,99138.88,98275.14,100936.83,108632.598,111467.427,110626.585,109379.869,106999.598,102845.771,98128.582,,,114764.416,9,1/4/2014,,98128.582,24,1/4/2014
1/5/2014,RTO,93565.922,90837.982,89143.401,88219.044,88137.311,89157.683,91258.336,93885.063,96034.405,97815.048,98432.731,98189.475,98137.02,97553.448,97037.81,97171.263,100019.566,105903.865,107094.888,105407.017,103217.08,98927.982,94087.82,89198.695,,,107094.888,19,1/5/2014,,88137.311,5,1/5/2014
1/6/2014,RTO,85504.657,83522.058,82637.689,83287.857,85374.475,90889.688,99324.883,105683.549,107239.28,108904.523,110740.238,111981.587,112684.155,112620.486,112289.285,113163.45,117184.429,125832.1,130536.994,131141.653,130559.635,128841.202,125687.972,121833.708,,,131141.653,20,1/6/2014,,82637.689,3,1/6/2014
1/7/2014,RTO,119951.159,119189.921,119275.233,120128.948,122347.834,126911.066,133606.209,137997.87,137545.961,136586.875,135644.03,134382.174,132611.764,130594.953,128823.938,128079.207,130440.36,137604.377,140510.233,140128.509,138023.189,133810.869,127358.569,121529.092,,,140510.233,19,1/7/2014,,119189.921,2,1/7/2014
1/8/2014,RTO,117713.179,115888.623,115236.851,115158.794,117081.621,121543.547,128630.873,133288.136,132168.05,128615.536,125224.45,122182.555,119198.671,117091.637,115161.28,114694.139,117241.595,123774.213,126135.807,125489.604,123754.716,119471.048,112984.259,106674.756,,,133288.136,8,1/8/2014,,106674.756,24,1/8/2014
1/9/2014,RTO,102282.28,99915.144,98533.007,98572.796,100515.776,105585.857,114640.728,119827.987,118390.606,115512.557,112939.769,109837.772,107214.057,105669.463,104794.044,104857.011,107628.99,114625.16,117239.595,116742.645,115180.735,111192.849,104815.782,98521.932,,,119827.987,8,1/9/2014,,98521.932,24,1/9/2014
1/10/2014,RTO,93841.845,91104.971,89966.642,89497.343,90872.299,95442.693,103748.893,109249.679,109813.81,109716.595,109379.291,108110.759,106814.297,105538.658,103954.243,103600.22,104953.783,109371.828,109440.261,106984.495,104426.6,100704.351,95407.302,89619.463,,,109813.81,9,1/10/2014,,89497.343,4,1/10/2014
1/11/2014,RTO,84372.145,81311.183,79160.37,78196.722,78186.382,79659.927,82434.903,86013.268,89086.389,91646.808,93558.474,93465.054,92400.954,91075.218,89773.648,89270.011,90984.445,94954.903,95934.689,94481.92,93054.202,90190.543,86447.106,82184.937,,,95934.689,19,1/11/2014,,78186.382,5,1/11/2014
1/12/2014,RTO,78266.917,75891.718,74532.02,74446.306,75152.346,76735.911,79217.029,83105.317,86023.333,88225.117,89091.484,88999.263,88758.791,87311.738,86086.83,85560.089,87933.845,94914.697,99310.418,99435.271,98856.083,95948.082,91684.459,87490.23,,,99435.271,20,1/12/2014,,74446.306,4,1/12/2014
1/13/2014,RTO,84080.605,82540.765,82118.028,82807.935,85230.707,91453.597,101141.645,106693.493,105609.105,102646.287,100400.991,98203.381,96381.563,95171.915,94001.143,93702.537,95891.385,101811.258,103732.48,102669.395,100339.151,96349.112,90315.216,83851.17,,,106693.493,8,1/13/2014,,82118.028,3,1/13/2014
1/14/2014,RTO,79286.072,76797.581,75657.008,75542.097,77283.491,82784.645,91898.64,97970.324,98195.81,98052.049,98611.258,98241.69,97672.962,97020.754,96058.851,95679.041,97340.895,102699.583,105460.326,104934.894,103532.501,100085.831,94873.398,89157.932,,,105460.326,19,1/14/2014,,75542.097,4,1/14/2014
1/15/2014,RTO,85165.891,83065.133,82612.216,82815.497,85094.867,90913.543,100469.993,106356.34,106333.342,104835.69,103471.795,101896.849,100650.817,99708.168,99058.572,99428.683,101609.555,107368.195,110452.076,109833.687,108081.186,104633.994,98953.977,93221.843,,,110452.076,19,1/15/2014,,82612.216,3,1/15/2014
1/16/2014,RTO,89384.706,87568.081,86899.957,87354.784,89391.495,95129.651,105015.594,111123.611,111276.612,110264.554,109238.8,107916.481,105950.061,104447.691,103145.823,102766.179,104700.927,110896.386,114165.401,113583.222,112180.058,108500.279,102800.245,96893.301,,,114165.401,19,1/16/2014,,86899.957,3,1/16/2014
1/17/2014,RTO,92821.255,90634.126,89664.802,89910.987,91671.159,97092.234,106149.921,111510.564,110739.972,108064.9,105975.657,103705.058,101765.842,100538.783,99690.73,99508.081,101514.022,107343.255,109527.714,108595.666,107082.9,104343.22,100150.471,95235.926,,,111510.564,8,1/17/2014,,89664.802,3,1/17/2014
1/18/2014,RTO,91104.817,89035.291,88107.91,88184.451,89075.892,91580.176,95669.252,100061.544,103276.281,105667.783,105906.712,104776.313,102925.73,100992.762,99619.389,99624.537,101870.012,108292.829,111634.607,111077.054,109679.055,107004.579,103269.59,98865.69,,,111634.607,19,1/18/2014,,88107.91,3,1/18/2014
1/19/2014,RTO,94979.136,92291.131,90930.146,90278.234,90490.94,91960.624,94384.386,97230.983,99375.448,100039.919,98960.555,97504.336,95983.423,93890.183,92239.178,91330.373,93013.902,99165.78,104142.249,103684.019,102188.642,99101.497,95362.989,90910.312,,,104142.249,19,1/19/2014,,90278.234,4,1/19/2014
1/20/2014,RTO,87420.288,85292.569,84486.704,84386.614,85965.904,90052.619,96248.718,101499.377,103834.458,104186.246,103767.603,102345.147,100480.253,98891.957,97825.582,97148.505,98759.897,104660.706,108431.393,107902.264,106621.591,103079.145,98106.779,92902.564,,,108431.393,19,1/20/2014,,84386.614,4,1/20/2014
1/21/2014,RTO,89099.736,87550.989,87438.116,88177.56,90672.172,96603.287,105284.966,111397.484,112985.601,114384.216,115450.951,116109.532,116013.146,115955.163,115652.683,115962.811,118163.701,124731.121,128506.12,127794.532,126131.852,122931.165,118271.837,113960.886,,,128506.12,19,1/21/2014,,87438.116,3,1/21/2014
1/22/2014,RTO,110759.901,109974.918,110161.108,111392.623,113994.484,119003.943,126377.875,132231.927,133268.979,131806.227,130229.367,128094.041,125968.122,123835.349,122310.862,121975.993,124217.509,131096.129,135061.252,134530.335,132946.212,129040.703,122858.603,117296.992,,,135061.252,19,1/22/2014,,109974.918,2,1/22/2014
1/23/2014,RTO,113360.204,111483.384,110849.142,111169.065,113413.097,118752.738,127271.985,132431.034,132097.755,129467.284,126959.265,124398.892,122248.17,120757.527,120160.554,120036.738,121963.031,128435.403,133792.01,134301.983,133405.411,130685.478,125432.922,120323.136,,,134301.983,20,1/23/2014,,110849.142,3,1/23/2014
1/24/2014,RTO,117405.825,116182.703,116148.317,116772.416,119015.816,124091.382,131929.607,136982.197,136324.684,134245.784,131508.208,128037.639,124862.611,122524.903,120609.301,120102.965,122124.119,128182.912,131690.723,130829.438,129172.521,125810.994,120614.652,115206.934,,,136982.197,8,1/24/2014,,115206.934,24,1/24/2014
1/25/2014,RTO,110737.02,108012.33,106556.337,105718.473,105833.438,107215.373,110017.633,113176.081,115197.077,117532.316,118034.962,117160.12,115069.106,112729.619,110642.404,109296.138,109993.43,114544.492,118274.928,117277.905,115480.407,112879.467,109020.045,104943.843,,,118274.928,19,1/25/2014,,104943.843,24,1/25/2014
1/26/2014,RTO,101497.598,99877.218,99536.02,99652.65,100756.991,102667.021,105945.588,108913.018,110390.874,110101.386,109041.295,107640.241,106900.931,106127.437,105204.183,103887.617,104867.806,110267.952,114005.82,113229.598,111241.208,107317.024,102635.258,98061.043,,,114005.82,19,1/26/2014,,98061.043,24,1/26/2014
1/27/2014,RTO,94365.42,92474.797,91899.175,92415.289,94543.022,99955.527,109025.033,114465.691,114445.071,113644.043,112652.835,111343.727,110185.587,109806.623,109422.43,110078.378,113190.377,120000.267,125476.226,126378.96,125693.743,122870.378,118175.726,113535.691,,,126378.96,20,1/27/2014,,91899.175,3,1/27/2014
1/28/2014,RTO,110582.946,109572.881,109955.804,110917.788,113662.384,119339.831,127727.513,132754.872,133136.655,132556.047,131375.313,129219.77,127383.243,126401.804,125755.638,125769.864,127876.81,133196.747,137335.9,136992.412,135124.176,131168.279,125826.364,120755.215,,,137335.9,19,1/28/2014,,109572.881,2,1/28/2014
1/29/2014,RTO,117602.836,116329.918,115931.916,116338.249,118351.586,123150.558,130635.26,135819.634,136019.893,133234.15,129837.625,126625.44,123640.716,121017.684,118710.755,117591.772,119489.454,125981.821,131887.031,132340.297,131143.806,127690.42,122225.423,117787.572,,,136019.893,9,1/29/2014,,115931.916,3,1/29/2014
1/30/2014,RTO,114738.256,113741.274,113975.358,114903.804,117415.477,123119.837,131721.996,136214.684,134216.698,128699.911,123767.924,119780.914,116234.992,113750.715,111780.791,111017.839,112941.374,118853.634,124061.756,124159.615,122780.355,119075.766,112891.132,106738.738,,,136214.684,8,1/30/2014,,106738.738,24,1/30/2014
1/31/2014,RTO,102124.209,99793.032,98914.25,98510.618,100031.781,104840.698,113062.827,117733.053,116553.297,114120.907,111576.77,108363.245,105838.561,103573.223,101647.181,100583.148,101491.866,106140.822,109965.236,109045.44,107623.384,104926.546,100675.979,95683.385,,,117733.053,8,1/31/2014,,95683.385,24,1/31/2014
2/1/2014,RTO,91781.012,89489.288,88388.678,88099.39,88679.501,90828.66,94524.745,97994.785,99848.035,99491.968,97944.211,95910.104,93155.936,90514.915,88397.638,87791.487,88970.815,93697.238,98093.41,97766.713,96277.371,93870.548,90167.622,85880.277,,,99848.035,9,2/1/2014,,85880.277,24,2/1/2014
2/2/2014,RTO,82131.637,80016.914,78883.358,78698.697,79186.54,81116.593,84453.749,87149.747,89489.674,90621.092,90377.581,90027.194,89595.213,89212.088,88892.052,89064.564,91035.323,95930.848,98232.321,96328.167,95249.664,93307.817,90729.583,86350.108,,,98232.321,19,2/2/2014,,78698.697,4,2/2/2014
2/3/2014,RTO,82950.181,81479.356,81026.35,81889.02,84417.349,90226.621,99026.296,105423.396,107176.557,108192.372,108601.161,108478.15,107913.81,106688.963,105231.572,104235.041,105098.107,109926.363,114989.11,114872.942,112878.559,109214.329,103571.961,98468.048,,,114989.11,19,2/3/2014,,81026.35,3,2/3/2014
2/4/2014,RTO,94946.097,93457.037,92875.073,93389.231,95634.041,101453.846,110603.919,115961.941,115692.819,113821.696,111934.621,109778.103,107936.384,106794.135,106168.397,106121.452,108114.558,113242.369,117238.647,116569.676,114622.821,110619.717,104831.782,98853.868,,,117238.647,19,2/4/2014,,92875.073,3,2/4/2014
2/5/2014,RTO,94593.253,92105.713,90925.929,90775.912,91958.531,96089.989,102168.556,105981.47,107020.774,107971.05,108459.907,108935.545,108375.023,107358.105,106288.413,105509.117,106421.488,110225.789,114563.22,114070.534,112445.293,108589.686,103443.127,98368.292,,,114563.22,19,2/5/2014,,90775.912,4,2/5/2014
2/6/2014,RTO,94949.174,93278.818,93140.639,93778.119,96227.742,101637.028,110620.473,116221.493,116102.537,114448.196,112571.882,110460.349,108472.179,107384.852,106387.626,106184.333,107826.72,112924.684,118650.108,119263.271,117921.52,114501.89,108770.409,103194.057,,,119263.271,20,2/6/2014,,93140.639,3,2/6/2014
2/7/2014,RTO,99375.089,97773.944,97206.879,97664.364,100222.166,106088.669,115755.114,120626.662,119186.348,115911.98,113094.047,110515.04,108198.97,106502.014,104938.879,104085.808,105075.636,109133.206,114826.622,115312.01,114234.312,111687.348,107784.035,103213.463,,,120626.662,8,2/7/2014,,97206.879,3,2/7/2014
2/8/2014,RTO,99285.734,97086.987,96105.45,95851.474,96332.345,98540.804,101998.766,105303.218,108093.122,109619.848,109412.572,107999.011,106050.942,103894.589,101737.99,100437.449,101488.394,105536.609,109965.726,109783.403,108393.305,106099.575,102310.331,98349.501,,,109965.726,19,2/8/2014,,95851.474,4,2/8/2014
2/9/2014,RTO,94857.963,92690.16,91541.817,90950.143,91246.89,92450.906,94879.385,97453.722,100106.233,101864.44,102033.426,101173.754,100642.002,100149.71,99846.208,100454.112,102596.069,106717.571,111531.364,111704.621,110056.783,106457.74,101957.924,97626.785,,,111704.621,20,2/9/2014,,90950.143,4,2/9/2014
2/10/2014,RTO,94652.061,93041.252,93039.015,93972.046,96944.957,103098.209,112867.903,118278.784,118829.149,117423.705,116039.601,114118.08,112429.464,111127.395,109743.312,109017.989,110531.578,115269.552,121611.771,122984.982,122113.296,119036.199,113533.961,108156.575,,,122984.982,20,2/10/2014,,93039.015,3,2/10/2014
2/11/2014,RTO,104832.853,103710.026,103679.765,104468.812,107246.899,113396.644,123091.193,127583.825,125718.874,122218.247,119284.612,116109.419,113507.537,111418.291,109623.292,108896.983,110176.836,115139.154,122340.81,124064.909,123787.517,121517.991,116170.666,111186.709,,,127583.825,8,2/11/2014,,103679.765,3,2/11/2014
2/12/2014,RTO,107935.858,106902.44,106947.684,107867.471,110576.294,116496.321,125693.753,129690.523,128004.348,125158.742,121941.158,118735.404,115911.865,114377.047,113030.958,112811,114230.662,118203.39,122761.528,122711.243,121111.297,117411.016,111815.973,106303.87,,,129690.523,8,2/12/2014,,106303.87,24,2/12/2014
2/13/2014,RTO,102016.778,99813.5,98916.189,98553.311,99828.105,103338.401,109170.135,113003.685,113941.786,114060.97,113621.612,112302.938,110762.957,109103.339,107435.295,106295.325,107419.364,111153.603,114887.384,114461.515,112296.918,108543.676,103198.035,97931.209,,,114887.384,19,2/13/2014,,97931.209,24,2/13/2014
2/14/2014,RTO,94038.55,91970.387,90987.79,91119.464,92770.059,97062.082,103981.722,108198.825,108831.689,107883.725,106579.446,105067.749,103272.523,101600.874,100065.373,98990.351,99021.257,102147.137,107167.05,107024.283,105449.205,102940.833,98640.001,94330.523,,,108831.689,9,2/14/2014,,90987.79,3,2/14/2014
2/15/2014,RTO,90513.396,88083.958,87133.149,86889.419,87625.922,89840.843,93260.253,96678.588,100186.974,102490.87,103167.134,102742.504,101610.66,100365.92,99282.28,99027.403,100191.358,103720.187,109128.539,109561.892,108195.49,106112.141,102738.6,98864.231,,,109561.892,20,2/15/2014,,86889.419,4,2/15/2014
2/16/2014,RTO,95433.282,93558.545,92584.148,92475.824,92988.98,94441.481,96985.177,99143.219,101294.851,101598.496,100162.451,98369.27,96604.461,95339.645,94780.292,95291.436,97437.541,101924.345,107508.15,108309.509,107139.534,104306.455,100780.992,97161.958,,,108309.509,20,2/16/2014,,92475.824,4,2/16/2014
2/17/2014,RTO,94274.576,93657.855,93708.827,94928.16,97774.733,103385.497,111363.705,115790.25,116116.698,115183.474,113338.42,111126.87,108581.988,106583.847,104863.765,104147.69,105525.708,110094.413,116126.996,116347.906,114667.993,110342.608,104300.103,98140.076,,,116347.906,20,2/17/2014,,93657.855,2,2/17/2014
2/18/2014,RTO,93889.68,91719.473,90748.665,90789.911,92585.286,98012.149,105844.305,110518.998,110515.241,107742.414,105095.025,102405.635,99745.395,97781.512,96047.578,94691.537,95253.962,98653.986,105217.471,106616.258,105536.454,102140.991,96612.044,91109.972,,,110518.998,8,2/18/2014,,90748.665,3,2/18/2014
2/19/2014,RTO,87020.881,84944.585,83883.845,83943.223,85558.636,90703.281,99580.435,103233.831,102153.505,100949.516,99766.942,97690.991,95685.244,93900.589,92224.591,91037.89,91933.393,94777.223,100770.688,101981.927,100978.766,97705.773,92333.767,86809.098,,,103233.831,8,2/19/2014,,83883.845,3,2/19/2014
2/20/2014,RTO,82953.071,81132.287,80766.262,81321.999,83821.054,90163.79,100096.801,104232.925,102771.444,100325.502,98679.031,97191.786,95685.785,94741.331,93945.239,93790.421,95163.675,98084.273,101642.49,101406.22,99532.612,95768.479,89875.081,84248.353,,,104232.925,8,2/20/2014,,80766.262,3,2/20/2014
2/21/2014,RTO,79917.159,77538.859,76441.219,76380.176,77988.581,83198.005,92289.623,97332.43,98145.921,98386.137,98407.981,97614.977,96488.127,95531.319,94441.137,93226.94,92776.178,94085.741,98698.201,99503.063,98537.758,95940.449,91963.949,87454.88,,,99503.063,20,2/21/2014,,76380.176,4,2/21/2014
2/22/2014,RTO,83768.589,81552.153,80636.196,80431.161,81362.991,83751.766,87505.168,90699.975,92439.35,91889.11,90124.734,87861.026,85260.352,82617.383,80614.773,79626.817,80167.45,82777.148,88775.088,90513.384,89853.126,88156.339,85255.242,81555.502,,,92439.35,9,2/22/2014,,79626.817,16,2/22/2014
2/23/2014,RTO,78455.402,76493.789,75777.284,75552.003,76119.239,77805.254,80629.818,83082.172,85452.484,86268.625,85687.353,84045.19,82379.565,81152.647,80206.777,80198.674,81734.976,85755.376,92229.386,94943.098,94455.785,91384.387,87603.858,83542.523,,,94943.098,20,2/23/2014,,75552.003,4,2/23/2014
2/24/2014,RTO,80695.439,79406.163,79530.973,80638.718,83572.765,90235.32,100774.65,105701.943,104925.594,103743.931,102714.908,101230.478,100019.085,98893.542,97630.993,97059.623,98626.085,102831.508,109741.742,111838.171,110468.658,106815.919,101131.192,95897.497,,,111838.171,20,2/24/2014,,79406.163,2,2/24/2014
2/25/2014,RTO,92241.335,90712.702,90139.544,90432.81,92439.773,98378.874,108012.932,111955.016,111968.102,111448.971,110904.432,109570.298,108152.573,106838.778,105266.646,104692.532,105544.269,108743.771,114561.094,116489.229,115217.313,111552.667,105903.529,100283.985,,,116489.229,20,2/25/2014,,90139.544,3,2/25/2014
2/26/2014,RTO,96404.111,94615.366,94059.193,94262.596,96460.437,102062.048,111508.125,116245.053,116194.913,115653.511,114764.153,112542.308,110048.567,108016.418,106123.29,105022.439,106234.398,110240.604,117288.283,120196.856,119466.274,116224.586,110752.002,105555.929,,,120196.856,20,2/26/2014,,94059.193,3,2/26/2014
2/27/2014,RTO,102337.673,101003.776,100713.426,101465.008,103889.126,109629.53,118674.239,121501.604,118780.02,115884.88,114039.179,112116.147,109878.032,108502.085,106488.932,105781.388,107100.475,110874.428,117817.794,121099.723,121116.96,118649.369,113789.415,109086.437,,,121501.604,8,2/27/2014,,100713.426,3,2/27/2014
2/28/2014,RTO,106290.931,105626.491,105832.561,107462.743,110145.707,116193.018,125124.007,127830.413,125160.394,121846.156,118841.384,115699.474,112032.549,108948.506,106281.207,104505.881,104936.817,107916.724,113862.943,115860.977,115199.856,112768.65,108580.693,103624.782,,,127830.413,8,2/28/2014,,103624.782,24,2/28/2014
3/1/2014,RTO,99815.072,97718.578,96711.305,96351.205,96854.401,98815.108,101856.708,104147.711,104943.469,104113.137,102198.802,99555.197,96351.448,93254.437,90868.636,90396.809,91415.057,94075.571,98987.304,100337.869,99061.546,96838.582,93430.827,89277.638,,,104943.469,9,3/1/2014,,89277.638,24,3/1/2014
3/2/2014,RTO,85873.995,83776.255,83004.738,82463.603,82926.481,84525.787,87079.967,89556.1,92536.347,94128.747,94345.052,93442.383,92850.267,92603.259,92470.705,92930.892,94931.165,98556.793,103506.012,104938.022,103578.887,100576.049,96668.363,93190.519,,,104938.022,20,3/2/2014,,82463.603,4,3/2/2014
3/3/2014,RTO,90676.458,89421.281,89648.144,90860.473,94199.288,100233.058,108486.333,114050.355,117356.925,119275.88,120472.195,120593.614,119876.157,118488.858,116548.348,115435.916,115842.387,118264.745,124085.499,126617.428,125348.974,122066.122,116985.546,112645.646,,,126617.428,20,3/3/2014,,89421.281,2,3/3/2014
3/4/2014,RTO,109728.632,108609.027,108595.667,109154.586,111269.778,116178.696,122731.338,125664.594,124729.783,122457.851,119439.95,115839.263,112596.977,110182.899,108080.545,106338.279,107089.88,110456.345,116711.225,118650.713,117259.86,113576.646,107742.144,102132.153,,,125664.594,8,3/4/2014,,102132.153,24,3/4/2014
3/5/2014,RTO,98673.819,96853.706,96436.906,97183.446,99758.141,105348.722,114006.832,117107.468,114688.634,111587.181,108647.942,106122.914,104121.859,102455.901,100908.458,100481.7,101760.916,104798.755,110994.864,113863.268,113240.033,110423.668,104930.908,99809.756,,,117107.468,8,3/5/2014,,96436.906,3,3/5/2014
3/6/2014,RTO,96293.114,94899.592,94805.076,95459.579,97986.77,104106.603,113398.741,116926.539,115375.557,112655.903,109820.178,107188.51,104674.852,102852.409,101503.563,100871.847,102322.464,105698.12,111039.142,113581.193,112770.712,109425.976,103543.849,97689.094,,,116926.539,8,3/6/2014,,94805.076,3,3/6/2014
3/7/2014,RTO,94321.802,91997.468,91183.567,91355.892,93559.399,99008.475,107642.507,111118.147,110280.264,108294.379,105977.935,103348.44,100852.151,98979.085,97188.051,95705.501,95345.489,96858.9,100621.846,102510.211,101338.362,98613.775,94368.182,89634.82,,,111118.147,8,3/7/2014,,89634.82,24,3/7/2014
3/8/2014,RTO,85958.005,84068.478,83413.101,83450.995,84582.719,87213.905,90577.867,92623.435,93277.818,92421.488,91109.531,88833.047,86300.852,83911.062,82146.743,81445.512,82076.643,84224.716,88780.181,90960.896,89982.321,87972.751,84600.658,80607.457,,,93277.818,9,3/8/2014,,80607.457,24,3/8/2014
3/9/2014,RTO,77368.098,75084.436,,74562.463,74874.431,76136.025,78662.069,82055.796,84393.921,85867.949,86231.502,85500.947,84870.417,83155.24,81511.124,80399.898,80161.342,81771.68,84744.839,91221.868,94937.57,92769.98,89150.543,84335.734,,,94937.57,21,3/9/2014,,74562.463,4,3/9/2014
